Date/Time,Battery Remaining,Battery Current,Battery Voltage,Battery Temp,Battery Status,Battery Manufacturing Date,Battery Serial Number,Battery Part Number,Battery Rated Capacity (mAh),Battery Decommission Status,Battery Base Cumulative Charge (mAh),Battery Error Status,Battery Present Capacity (mAh),Battery Health Percentage (%),Battery Percent Decommission Threshold (%),Battery Present Charge (mAh),Battery Total Cumulative Charge (mAh),Battery Secs Since First Use (secs),Battery Time Remaining (mins),Battery Time to Full (mins),Battery Cycles,Ti Temp,Ti SOC,Ti Volt,Ti Current,Qti Temp,Qti SOC,Qti Volt,Qti Current,Charger Type,Screen State,Screen Brightness,Boot Count,Boot Reason,Event Type,Event Details
2023-09-12 12:15:18:091,64,2206451,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3983,9733,588212,65535,130,0,34,64,4018,2231,340,64,4204786,2207672,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:19:212,64,2205841,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3983,9733,588212,65535,130,0,34,64,4018,2231,340,64,4205370,2205841,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:20:327,64,2207061,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3986,9733,588217,65535,130,0,34,64,4018,2225,340,64,4205370,2207061,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:21:433,64,2203094,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3986,9733,588217,65535,130,0,34,64,4018,2225,340,64,4205565,2203094,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:22:536,64,2206451,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3986,9733,588217,65535,130,0,34,64,4018,2225,340,64,4205175,2206451,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:23:650,64,2204925,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3986,9733,588217,65535,130,0,34,64,4018,2225,340,64,4205175,2204925,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:24:767,64,2207061,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3986,9733,588217,65535,130,0,34,64,4018,2225,340,64,4205370,2207061,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:25:892,64,2208587,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3989,9733,588222,65535,130,0,34,64,4019,2225,340,64,4204981,2208587,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:27:006,64,2201873,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3989,9733,588222,65535,130,0,34,64,4019,2225,340,64,4205175,2201873,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:28:113,64,2199737,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3989,9733,588222,65535,130,0,34,64,4019,2225,340,64,4204981,2204009,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:29:219,64,2200652,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3989,9733,588222,65535,130,0,34,64,4019,2225,340,64,4204981,2200958,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:30:334,64,2203399,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3992,9733,588227,65535,130,0,34,64,4019,2223,340,64,4205175,2203399,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:31:435,64,2198211,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3992,9733,588227,65535,130,0,34,64,4019,2223,340,64,4205175,2198211,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:32:550,64,2200042,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3992,9733,588227,65535,130,0,34,64,4019,2223,340,64,4205370,2200042,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:33:668,64,2200347,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3992,9733,588227,65535,130,0,34,64,4019,2223,340,64,4205565,2200347,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:34:791,64,2201568,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3992,9733,588227,65535,130,0,34,64,4019,2223,340,64,4205565,2201568,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:35:923,64,2203094,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3995,9733,588232,65535,130,0,34,64,4019,2219,340,64,4205565,2203094,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:37:041,64,2201263,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3995,9733,588232,65535,130,0,34,64,4019,2219,340,64,4205175,2199737,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:38:131,64,2197601,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3995,9733,588232,65535,130,0,34,64,4019,2219,340,64,4205954,2196990,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:39:246,64,2197296,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3995,9733,588232,65535,130,0,34,64,4019,2219,340,64,4205954,2199737,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:40:365,64,2195770,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3995,9733,588232,65535,130,0,34,64,4019,2219,340,64,4205175,2195770,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:41:473,64,2194854,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3998,9733,588237,65535,130,0,34,64,4020,2218,340,64,4205759,2194854,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:42:587,64,2196075,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3998,9733,588237,65535,130,0,34,64,4020,2218,340,64,4204981,2196075,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:43:710,64,2196685,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3998,9733,588237,65535,130,0,34,64,4020,2218,340,64,4205370,2196685,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:44:834,64,2197601,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,3998,9733,588237,65535,130,0,34,64,4020,2218,340,64,4205175,2202178,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:45:948,64,2201263,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4001,9733,588242,65535,130,0,34,64,4019,2214,340,64,4205370,2201263,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:47:053,64,2192413,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4001,9733,588242,65535,130,0,34,64,4019,2214,340,64,4205370,2192413,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:48:171,64,2191497,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4001,9733,588242,65535,130,0,34,64,4019,2214,340,64,4205370,2191497,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:49:287,64,2192107,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4001,9733,588242,65535,130,0,34,64,4019,2214,340,64,4205175,2192107,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:50:389,64,2189056,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4001,9733,588242,65535,130,0,34,64,4019,2214,340,64,4205175,2189056,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:51:510,64,2189666,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4005,9733,588248,65535,130,0,34,64,4020,2212,340,64,4205175,2189666,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:52:627,64,2187530,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4005,9733,588248,65535,130,0,34,64,4020,2212,340,64,4205370,2187530,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:53:743,64,2190276,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4005,9733,588248,65535,130,0,34,64,4020,2212,340,64,4205175,2190276,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:54:861,64,2193633,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4005,9733,588248,65535,130,0,34,64,4020,2212,340,64,4205370,2197906,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:55:975,64,2194549,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4008,9733,588253,65535,130,0,34,64,4020,2215,340,64,4205175,2194549,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:57:088,64,2187530,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4008,9733,588253,65535,130,0,34,64,4020,2215,340,64,4204981,2187530,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:58:194,64,2186309,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4008,9733,588253,65535,130,0,34,64,4020,2215,340,64,4204981,2186309,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:15:59:311,64,2193023,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4008,9733,588253,65535,130,0,34,64,4020,2215,340,64,4205370,2193023,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:00:426,64,2191192,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4008,9733,588253,65535,130,0,34,64,4020,2215,340,64,4205370,2191192,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:01:545,64,2192718,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4011,9733,588258,65535,130,0,34,64,4020,2212,340,64,4204786,2192718,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:02:656,64,2189056,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4011,9733,588258,65535,130,0,34,64,4020,2212,340,64,4205370,2189056,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:03:771,64,2186614,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4011,9733,588258,65535,130,0,34,64,4020,2212,340,64,4205370,2186614,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:04:885,64,2187530,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4011,9733,588258,65535,130,0,34,64,4020,2212,340,64,4205175,2191497,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:05:995,64,2187225,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4011,9733,588258,65535,130,0,34,64,4020,2212,340,64,4204786,2187530,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:07:108,64,2183257,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4014,9733,588263,65535,130,0,34,64,4021,2210,340,64,4204591,2183257,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:08:224,64,2182647,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4014,9733,588263,65535,130,0,34,64,4021,2210,340,64,4205175,2182647,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:09:335,64,2184173,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4014,9733,588263,65535,130,0,34,64,4021,2210,340,64,4205370,2184173,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:10:450,64,2181121,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4014,9733,588263,65535,130,0,34,64,4021,2210,340,64,4204981,2181121,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:11:568,64,2177154,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4017,9733,588268,65535,130,0,34,64,4020,2202,340,64,4205565,2179900,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:12:699,64,2180205,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4017,9733,588268,65535,130,0,34,64,4020,2202,340,64,4205759,2180205,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:13:815,64,2182952,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4017,9733,588268,65535,130,0,34,64,4020,2202,340,64,4205565,2182952,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:14:928,64,2185699,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4017,9733,588268,65535,130,0,34,64,4020,2202,340,64,4205759,2185699,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:16:049,64,2183868,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4017,9733,588268,65535,130,0,34,64,4020,2202,340,64,4204981,2183868,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:17:171,64,2185088,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4020,9733,588273,65535,130,0,34,64,4021,2207,340,64,4205759,2185088,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:18:288,64,2178069,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4020,9733,588273,65535,130,0,34,64,4021,2207,340,64,4205565,2178069,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:19:394,64,2180816,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4020,9733,588273,65535,130,0,34,64,4021,2207,340,64,4205370,2177764,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:20:511,64,2176238,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4020,9733,588273,65535,130,0,34,64,4021,2207,340,64,4205565,2177154,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:21:615,64,2174407,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4023,9733,588278,65535,130,0,34,64,4021,2197,340,64,4204786,2178374,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:22:726,64,2173491,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4023,9733,588278,65535,130,0,34,64,4021,2197,340,64,4205759,2173491,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:23:850,64,2173186,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4023,9733,588278,65535,130,0,34,64,4021,2197,340,64,4205370,2173186,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:24:951,64,2180511,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4023,9733,588278,65535,130,0,34,64,4021,2197,340,64,4205370,2180511,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:26:062,64,2177154,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4023,9733,588278,65535,130,0,34,64,4021,2197,340,64,4205565,2177154,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:27:171,65,2173797,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4027,9733,588283,65535,130,0,34,65,4022,2203,340,65,4205370,2173797,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:28:289,65,2171660,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4027,9733,588283,65535,130,0,34,65,4022,2203,340,65,4204981,2171660,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:29:397,65,2170134,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4027,9733,588283,65535,130,0,34,65,4022,2203,340,65,4205370,2170134,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:30:508,65,2167998,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4027,9733,588283,65535,130,0,34,65,4022,2203,340,65,4205565,2167998,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:31:612,65,2170134,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4027,9733,588283,65535,130,0,34,65,4022,2203,340,65,4205175,2170134,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:32:731,65,2168303,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4030,9733,588288,65535,130,0,34,65,4021,2192,340,65,4205370,2171355,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:33:838,65,2171966,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4030,9733,588288,65535,130,0,34,65,4021,2192,340,65,4204981,2170745,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:34:949,65,2180511,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4030,9733,588288,65535,130,0,34,65,4021,2192,340,65,4205565,2180511,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:36:071,65,2173491,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4030,9733,588288,65535,130,0,34,65,4021,2192,340,65,4205370,2173491,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:37:187,65,2169524,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4033,9733,588294,65535,130,0,34,65,4022,2193,340,65,4205370,2169524,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:38:303,65,2166167,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4033,9733,588294,65535,130,0,34,65,4022,2193,340,65,4204981,2166167,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:39:411,65,2169219,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4033,9733,588294,65535,130,0,34,65,4022,2193,340,65,4205370,2170440,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:40:515,65,2163115,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4033,9733,588294,65535,130,0,34,65,4022,2193,340,65,4205954,2163115,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:41:628,65,2169524,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4033,9733,588294,65535,130,0,34,65,4022,2193,340,65,4205565,2169524,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:42:736,65,2165557,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4036,9733,588299,65535,130,0,34,65,4022,2188,340,65,4204591,2165557,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:43:849,65,2165557,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4036,9733,588299,65535,130,0,34,65,4022,2188,340,65,4205759,2164641,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:44:968,65,2170440,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4036,9733,588299,65535,130,0,34,65,4022,2188,340,65,4204202,2170440,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:46:073,65,2168303,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9442,0,6289,100,80,4036,9733,588299,65535,130,0,34,65,4022,2188,340,65,4205565,2168303,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:47:185,65,2166167,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4039,9809,588304,65535,130,0,34,65,4022,2188,340,65,4205565,2166167,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:48:290,65,2160674,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4039,9809,588304,65535,130,0,34,65,4022,2188,340,65,4205370,2160674,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:49:393,65,2164641,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4039,9809,588304,65535,130,0,34,65,4022,2188,340,65,4205370,2164641,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:50:511,65,2160979,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4039,9809,588304,65535,130,0,34,65,4022,2188,340,65,4204786,2160979,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:51:627,65,2164946,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4039,9809,588304,65535,130,0,34,65,4022,2188,340,65,4204981,2164946,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:52:738,65,2160369,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4039,9809,588304,65535,130,0,34,65,4022,2188,340,65,4205175,2160369,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:53:853,65,2160369,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4043,9809,588310,65535,130,0,34,65,4022,2181,340,65,4205759,2160369,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:54:969,65,2163115,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4043,9809,588310,65535,130,0,34,65,4022,2181,340,65,4204786,2164031,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:56:085,65,2163726,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4043,9809,588310,65535,130,0,34,65,4022,2181,340,65,4205370,2163726,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:57:176,65,2163726,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4043,9809,588310,65535,130,0,34,65,4022,2181,340,65,4205565,2158843,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:58:287,65,2156707,4204,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4043,9809,588310,65535,130,0,34,65,4022,2181,340,65,4205565,2155791,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:16:59:407,65,2158232,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4046,9809,588315,65535,129,0,34,65,4023,2181,340,65,4205565,2158232,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:17:00:515,65,2156707,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4046,9809,588315,65535,129,0,34,65,4023,2181,340,65,4205759,2156707,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:17:01:629,65,2155181,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4046,9809,588315,65535,129,0,34,65,4023,2181,340,65,4205175,2155181,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:17:02:747,65,2158538,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4046,9809,588315,65535,129,0,34,65,4023,2181,340,65,4205759,2158538,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:17:03:866,65,2155791,4205,340,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4049,9809,588320,65535,129,0,34,65,4023,2177,340,65,4205370,2154265,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:17:04:979,65,2154570,4203,350,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4049,9809,588320,65535,129,0,34,65,4023,2177,350,65,4203424,2154570,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:17:06:091,65,2160674,4205,350,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4049,9809,588320,65535,129,0,34,65,4023,2177,350,65,4205175,2160674,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:17:07:192,65,2154570,4205,350,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4049,9809,588320,65535,129,0,34,65,4023,2177,350,65,4204981,2160369,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:17:08:315,65,2151213,4204,350,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4049,9809,588320,65535,129,0,34,65,4023,2177,350,65,4204786,2154875,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:17:09:430,65,2150603,4205,350,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4052,9809,588325,65535,129,0,34,65,4023,2174,350,65,4205175,2150603,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 12:17:10:549,65,2153960,4205,350,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,9518,0,6289,100,80,4052,9809,588325,65535,129,0,34,65,4023,2174,350,65,4205370,2153960,,1,255,4,shutdown:battery,Heartbeat,
