Date/Time,Battery Remaining,Battery Current,Battery Voltage,Battery Temp,Battery Status,Battery Manufacturing Date,Battery Serial Number,Battery Part Number,Battery Rated Capacity (mAh),Battery Decommission Status,Battery Base Cumulative Charge (mAh),Battery Error Status,Battery Present Capacity (mAh),Battery Health Percentage (%),Battery Percent Decommission Threshold (%),Battery Present Charge (mAh),Battery Total Cumulative Charge (mAh),Battery Secs Since First Use (secs),Battery Time Remaining (mins),Battery Time to Full (mins),Battery Cycles,Ti Temp,Ti SOC,Ti Volt,Ti Current,Qti Temp,Qti SOC,Qti Volt,Qti Current,Charger Type,Screen State,Screen Brightness,Boot Count,Boot Reason,Event Type,Event Details
2023-09-12 10:41:55:389,7,2299226,3697,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,402,5850,582617,65535,313,0,24,7,3508,2315,230,7,3697970,2299226,,1,255,4,shutdown:battery,Resource Module start,
2023-09-12 10:41:56:503,7,2304109,3700,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,402,5850,582617,65535,313,0,24,7,3508,2315,230,7,3700694,2304109,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:41:57:641,7,2292206,3699,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,405,5850,582622,65535,276,0,24,7,3514,2316,230,7,3699721,2292206,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:41:58:756,7,2300752,3702,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,405,5850,582622,65535,276,0,24,7,3514,2316,230,7,3701278,2295869,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:41:59:853,7,2299531,3703,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,405,5850,582622,65535,276,0,24,7,3514,2316,230,7,3703030,2298615,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:00:944,7,2286713,3701,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,405,5850,582622,65535,276,0,24,7,3514,2316,230,7,3701473,2286713,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:02:058,7,2300141,3706,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,405,5850,582622,65535,276,0,24,7,3514,2316,230,7,3706922,2300141,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:03:177,7,2293122,3705,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,408,5850,582627,65535,260,0,24,7,3518,2313,230,7,3705755,2293122,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:04:288,7,2298920,3707,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,408,5850,582627,65535,260,0,24,7,3518,2313,230,7,3707701,2298310,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:05:395,7,2301362,3709,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,408,5850,582627,65535,260,0,24,7,3518,2313,230,7,3709258,2301362,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:06:507,7,2287934,3707,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,408,5850,582627,65535,260,0,24,7,3518,2313,230,7,3707312,2287934,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:07:610,7,2298310,3710,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,408,5850,582627,65535,260,0,24,7,3518,2313,230,7,3710426,2298310,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:08:748,7,2299226,3712,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,412,5850,582633,65535,244,0,24,7,3524,2316,230,7,3712372,2299226,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:09:876,7,2301057,3713,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,412,5850,582633,65535,244,0,24,7,3524,2316,230,7,3711788,2297395,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:11:036,7,2295563,3713,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,412,5850,582633,65535,244,0,24,7,3524,2316,230,7,3713345,2295563,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:12:272,7,2288850,3712,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,412,5850,582633,65535,244,0,24,7,3524,2316,230,7,3713345,2296784,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:13:389,7,2298920,3716,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,415,5850,582638,65535,237,0,24,7,3527,2314,230,7,3716654,2298920,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:14:476,7,2300446,3716,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,415,5850,582638,65535,237,0,24,7,3527,2314,230,7,3715875,2299531,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:15:565,7,2276947,3713,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,415,5850,582638,65535,237,0,24,7,3527,2314,230,7,3713540,2276947,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:16:670,7,2294038,3716,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,415,5850,582638,65535,237,0,24,7,3527,2314,230,7,3716265,2294038,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:17:766,7,2297700,3719,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,415,5850,582638,65535,237,0,24,7,3527,2314,230,7,3719573,2297700,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:18:847,7,2294648,3718,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,419,5850,582643,65535,232,0,24,7,3531,2314,230,7,3718795,2294648,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:19:932,7,2295258,3721,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,419,5850,582643,65535,232,0,24,7,3531,2314,230,7,3721325,2295258,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:21:022,7,2294648,3722,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,419,5850,582643,65535,232,0,24,7,3531,2314,230,7,3722493,2294648,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:22:147,7,2297700,3722,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,419,5850,582643,65535,232,0,24,7,3531,2314,230,7,3722104,2297700,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:23:244,7,2297395,3724,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,422,5850,582648,65535,228,0,24,7,3535,2315,230,7,3724634,2297395,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:24:330,7,2300446,3725,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,422,5850,582648,65535,228,0,24,7,3535,2315,230,7,3725607,2300446,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:25:416,7,2300141,3725,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,422,5850,582648,65535,228,0,24,7,3535,2315,230,7,3726191,2298920,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:26:544,7,2296784,3725,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,422,5850,582648,65535,228,0,24,7,3535,2315,230,7,3725023,2296784,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:27:658,7,2297395,3726,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,422,5850,582648,65535,228,0,24,7,3535,2315,230,7,3726191,2297395,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:28:758,7,2297395,3726,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,425,5850,582653,65535,226,0,24,7,3538,2315,230,7,3726775,2297395,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:29:857,7,2297700,3728,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,425,5850,582653,65535,226,0,24,7,3538,2315,230,7,3728721,2297700,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:30:944,7,2299836,3730,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,425,5850,582653,65535,226,0,24,7,3538,2315,230,7,3729694,2299836,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:32:040,7,2285493,3726,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,425,5850,582653,65535,226,0,24,7,3538,2315,230,7,3728332,2295869,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:33:131,7,2298310,3730,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,425,5850,582653,65535,226,0,24,7,3538,2315,230,7,3730667,2298310,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:34:220,7,2302277,3732,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,428,5850,582658,65535,224,0,24,7,3541,2314,230,7,3732614,2302277,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:35:309,7,2301057,3733,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,428,5850,582658,65535,224,0,24,7,3541,2314,230,7,3733392,2301057,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:36:414,7,2300752,3734,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,428,5850,582658,65535,224,0,24,7,3541,2314,230,7,3734171,2300752,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:37:497,7,2302277,3734,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,428,5850,582658,65535,224,0,24,7,3541,2314,230,7,3734365,2302277,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:38:607,7,2302583,3734,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,431,5850,582663,65535,223,0,24,7,3544,2318,230,7,3734949,2302583,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:39:692,7,2298310,3736,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,431,5850,582663,65535,223,0,24,7,3544,2318,230,7,3736117,2298310,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:40:784,7,2297395,3735,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,431,5850,582663,65535,223,0,24,7,3544,2318,230,7,3735533,2297395,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:41:868,7,2299836,3736,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,431,5850,582663,65535,223,0,24,7,3544,2318,230,7,3736896,2299836,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:42:954,7,2299836,3737,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,431,5850,582663,65535,223,0,24,7,3544,2318,230,7,3737674,2299836,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:44:068,7,2300141,3739,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,435,5850,582668,65535,222,0,24,7,3547,2317,230,7,3739231,2300752,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:45:186,7,2301972,3739,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,435,5850,582668,65535,222,0,24,7,3547,2317,230,7,3739036,2301972,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:46:293,7,2301972,3740,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,435,5850,582668,65535,222,0,24,7,3547,2317,230,7,3740593,2301972,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:47:406,7,2301362,3740,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,435,5850,582668,65535,222,0,24,7,3547,2317,230,7,3740983,2301362,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:48:513,7,2301362,3741,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,435,5850,582668,65535,222,0,24,7,3547,2317,230,7,3741567,2301362,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:49:628,7,2304109,3742,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,439,5850,582674,65535,221,0,24,7,3551,2318,230,7,3742151,2304109,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:50:736,7,2300752,3742,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,439,5850,582674,65535,221,0,24,7,3551,2318,230,7,3742734,2300752,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:51:849,7,2301057,3741,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,439,5850,582674,65535,221,0,24,7,3551,2318,230,7,3741567,2301057,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:52:967,7,2302583,3743,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,439,5850,582674,65535,221,0,24,7,3551,2318,230,7,3743513,2301667,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:54:056,8,2301057,3744,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,442,5850,582679,65535,221,0,24,8,3554,2319,230,8,3744291,2301057,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:55:170,8,2304719,3744,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,442,5850,582679,65535,221,0,24,8,3554,2319,230,8,3744875,2304719,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:56:286,8,2304719,3745,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,442,5850,582679,65535,221,0,24,8,3554,2319,230,8,3745459,2304719,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:57:368,8,2302888,3746,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,442,5850,582679,65535,221,0,24,8,3554,2319,230,8,3746043,2302888,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:58:483,8,2304414,3746,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,442,5850,582679,65535,221,0,24,8,3554,2319,230,8,3746043,2304414,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:42:59:594,8,2303498,3746,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,445,5850,582684,65535,220,0,24,8,3556,2318,230,8,3746627,2303193,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:00:712,8,2302583,3747,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,445,5850,582684,65535,220,0,24,8,3556,2318,230,8,3747600,2303498,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:01:818,8,2304414,3747,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,445,5850,582684,65535,220,0,24,8,3556,2318,230,8,3746043,2300141,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:02:931,8,2300446,3747,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,445,5850,582684,65535,220,0,24,8,3556,2318,230,8,3747600,2300446,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:04:055,8,2302583,3748,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,448,5850,582689,65535,220,0,24,8,3558,2319,230,8,3748963,2302583,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:05:173,8,2305024,3749,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,448,5850,582689,65535,220,0,24,8,3558,2319,230,8,3749157,2305024,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:06:291,8,2302277,3749,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,448,5850,582689,65535,220,0,24,8,3558,2319,230,8,3749157,2302277,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:07:407,8,2303498,3750,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,448,5850,582689,65535,220,0,24,8,3558,2319,230,8,3750714,2301667,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:08:506,8,2302888,3750,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,448,5850,582689,65535,220,0,24,8,3558,2319,230,8,3750909,2302888,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:09:589,8,2300752,3751,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,451,5850,582694,65535,220,0,24,8,3561,2320,230,8,3751687,2300752,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:10:693,8,2301667,3751,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,451,5850,582694,65535,220,0,24,8,3561,2320,230,8,3751687,2301667,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:11:791,8,2301057,3750,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,451,5850,582694,65535,220,0,24,8,3561,2320,230,8,3750520,2301057,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:12:891,8,2299531,3751,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,451,5850,582694,65535,220,0,24,8,3561,2320,230,8,3751687,2299531,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:13:971,8,2301667,3752,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,451,5850,582694,65535,220,0,24,8,3561,2320,230,8,3752855,2301667,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:15:091,8,2301972,3753,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,455,5850,582699,65535,220,0,24,8,3563,2318,230,8,3753634,2301972,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:16:194,8,2303498,3754,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,455,5850,582699,65535,220,0,24,8,3563,2318,230,8,3754023,2303498,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:17:310,8,2302277,3754,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,455,5850,582699,65535,220,0,24,8,3563,2318,230,8,3754412,2302277,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:18:413,8,2302583,3754,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,455,5850,582699,65535,220,0,24,8,3563,2318,230,8,3754801,2302583,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:19:500,8,2301972,3754,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,458,5850,582704,65535,220,0,24,8,3564,2319,230,8,3754801,2301972,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:20:626,8,2302583,3755,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,458,5850,582704,65535,220,0,24,8,3564,2319,230,8,3755580,2302583,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:21:736,8,2296784,3754,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,458,5850,582704,65535,220,0,24,8,3564,2319,230,8,3754023,2296784,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:22:848,8,2300752,3755,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,458,5850,582704,65535,220,0,24,8,3564,2319,230,8,3755191,2300752,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:23:956,8,2300752,3757,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,458,5850,582704,65535,220,0,24,8,3564,2319,230,8,3757137,2300752,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:25:084,8,2301972,3756,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,461,5850,582709,65535,219,0,24,8,3566,2319,230,8,3756748,2299226,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:26:186,8,2302277,3757,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,461,5850,582709,65535,219,0,24,8,3566,2319,230,8,3757137,2302888,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:27:303,8,2302277,3757,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,461,5850,582709,65535,219,0,24,8,3566,2319,230,8,3757721,2302277,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:28:411,8,2303193,3757,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,461,5850,582709,65535,219,0,24,8,3566,2319,230,8,3757332,2303193,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:29:504,8,2301972,3758,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,461,5850,582709,65535,219,0,24,8,3566,2319,230,8,3758694,2301972,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:30:611,8,2302583,3758,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,465,5850,582715,65535,219,0,24,8,3568,2320,230,8,3758110,2302583,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:31:727,8,2297700,3757,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,465,5850,582715,65535,219,0,24,8,3568,2320,230,8,3757526,2297700,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:32:835,8,2299226,3758,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,465,5850,582715,65535,219,0,24,8,3568,2320,230,8,3758694,2299226,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:33:955,8,2301667,3758,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,465,5850,582715,65535,219,0,24,8,3568,2320,230,8,3758889,2301667,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:35:068,8,2303498,3760,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,468,5850,582720,65535,219,0,24,8,3569,2320,230,8,3760056,2303498,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:36:178,8,2303498,3760,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,468,5850,582720,65535,219,0,24,8,3569,2320,230,8,3760446,2303498,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:37:292,8,2303193,3760,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,468,5850,582720,65535,219,0,24,8,3569,2320,230,8,3760446,2303193,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:38:393,8,2301667,3760,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,468,5850,582720,65535,219,0,24,8,3569,2320,230,8,3760640,2301667,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:39:511,8,2305634,3760,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5559,0,6296,100,80,468,5850,582720,65535,219,0,24,8,3569,2320,230,8,3761419,2302277,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:40:615,8,2303803,3761,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5633,0,6296,100,80,471,5924,582725,65535,219,0,24,8,3570,2321,230,8,3761614,2301972,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:41:730,8,2300752,3760,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5633,0,6296,100,80,471,5924,582725,65535,219,0,24,8,3570,2321,230,8,3760251,2300752,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:42:845,8,2302277,3760,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5633,0,6296,100,80,471,5924,582725,65535,219,0,24,8,3570,2321,230,8,3760835,2302277,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:43:949,8,2305024,3762,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5633,0,6296,100,80,471,5924,582725,65535,219,0,24,8,3570,2321,230,8,3762197,2305024,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:45:063,8,2302888,3762,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5633,0,6296,100,80,471,5924,582725,65535,219,0,24,8,3570,2321,230,8,3762781,2302888,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:46:186,8,2302888,3762,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5633,0,6296,100,80,471,5924,582725,65535,219,0,24,8,3570,2321,230,8,3762003,2302888,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:47:295,8,2303498,3762,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5633,0,6296,100,80,475,5924,582731,65535,219,0,24,8,3572,2320,230,8,3762587,2303498,,1,255,4,shutdown:battery,Heartbeat,
2023-09-12 10:43:48:411,8,2302888,3762,230,CHARGING,5/24/2023,T6084,BT-000370-50 R.A,6600,0,5633,0,6296,100,80,475,5924,582731,65535,219,0,24,8,3572,2320,230,8,3762976,2302888,,1,255,4,shutdown:battery,Heartbeat,
